ebit_to_interestExpense,ebitda_to_interestExpense,FreeOperCF_to_TotalDebt,FFO_to_TotalDebt,Return_on_Capital,ebitda_to_Revenue,TotalDebt_to_EnterpriseValue,TotalDebt_to_ebitda,ROCE,DIO,DPO,DSO,InventoryTurnover,CCC,year,ticker
-0.4358683314415437,5.043132803632236,0.18169848584595127,0.17504205983468657,0.09420676682172907,0.2631017942796234,0.6950354609929078,6.153950033760973,-0.005397503654559766,,,,,,2019,TEVA
-3.5752855659397715,4.792315680166148,0.19671944844306388,0.17736192135767861,0.10961544076853447,0.2770440629127146,0.7708120419306801,5.720043336944745,-0.053962134035483666,180.293574387104,70.97335721482145,112.37258374354664,2.024475920679887,221.69280091582917,2020,TEVA
1.7384960718294051,4.970819304152638,0.2127541668442815,0.2020546485357432,0.10195743063473964,0.2789218464638831,0.7430318003294059,5.296680966358094,0.02639156287802634,181.11208353452437,75.82870593915983,104.70275206247244,2.0153266026030896,209.986129657837,2021,TEVA
-2.295698924731183,4.298924731182796,0.21084365289179538,,0.14063848144952545,0.26787269681742043,0.8088307011291593,5.392946473236618,-0.038485804416403785,175.5919894366197,82.00106891348089,100.57370184254607,2.0786825251601098,194.16462236568492,2022,TEVA
